time,P,G(i),H_sun,T2m,WS10m,Int
20140105:1210,4414080.0,124.3,22.13,10.75,0.94,0.0
20140105:1310,2704800.0,82.3,16.16,10.2,0.73,0.0
20140105:1410,850080.0,34.06,8.26,9.66,0.52,0.0
20140105:1510,0.0,0.0,0.0,9.11,0.32,0.0
20140105:1610,0.0,0.0,0.0,8.82,0.48,0.0
20140105:1710,0.0,0.0,0.0,8.53,0.65,0.0
20140105:1810,0.0,0.0,0.0,8.24,0.81,0.0
20140105:1910,0.0,0.0,0.0,8.15,0.68,0.0
20140105:2010,0.0,0.0,0.0,8.06,0.54,0.0
20140105:2110,0.0,0.0,0.0,7.97,0.4,0.0
20140105:2210,0.0,0.0,0.0,8.01,0.31,0.0
20140105:2310,0.0,0.0,0.0,8.06,0.22,0.0
20140106:0010,0.0,0.0,0.0,8.1,0.12,0.0
20140106:0110,0.0,0.0,0.0,8.01,0.17,0.0
20140106:0210,0.0,0.0,0.0,7.92,0.23,0.0
20140106:0310,0.0,0.0,0.0,7.83,0.28,0.0
20140106:0410,0.0,0.0,0.0,7.83,0.38,0.0
20140106:0510,0.0,0.0,0.0,7.84,0.48,0.0
20140106:0610,1440.0,5.68,2.61,7.84,0.58,0.0
20140106:0710,2758080.0,83.21,11.45,9.06,0.49,0.0
20140106:0810,5833440.0,157.98,18.72,10.28,0.4,0.0
20140106:0910,11823360.0,303.45,23.85,11.49,0.3,0.0
20140106:1010,11832000.0,304.24,26.3,11.96,0.5,0.0
20140106:1110,15794400.0,402.2,25.75,12.42,0.7,0.0
20140106:1210,15730080.0,400.25,22.28,12.89,0.9,0.0
20140106:1310,8057760.0,212.26,16.31,12.33,0.79,0.0
20140106:1410,11300640.0,296.9,8.41,11.77,0.68,0.0
20140106:1510,0.0,0.0,0.0,11.2,0.57,0.0
20140106:1610,0.0,0.0,0.0,10.6,0.42,0.0
20140106:1710,0.0,0.0,0.0,10.0,0.28,0.0
20140106:1810,0.0,0.0,0.0,9.39,0.14,0.0
20140106:1910,0.0,0.0,0.0,9.04,0.31,0.0
20140106:2010,0.0,0.0,0.0,8.68,0.48,0.0
20140106:2110,0.0,0.0,0.0,8.33,0.65,0.0
20140106:2210,0.0,0.0,0.0,8.0,0.46,0.0
20140106:2310,0.0,0.0,0.0,7.66,0.28,0.0
20140107:0010,0.0,0.0,0.0,7.33,0.1,0.0
20140107:0110,0.0,0.0,0.0,6.93,0.25,0.0
20140107:0210,0.0,0.0,0.0,6.52,0.41,0.0
20140107:0310,0.0,0.0,0.0,6.12,0.57,0.0
20140107:0410,0.0,0.0,0.0,5.85,0.52,0.0
20140107:0510,0.0,0.0,0.0,5.58,0.47,0.0
20140107:0610,598560.0,27.7,2.63,5.31,0.43,0.0
20140107:0710,8855040.0,227.8,11.49,6.94,0.43,0.0
20140107:0810,17496480.0,437.95,18.78,8.58,0.44,0.0
20140107:0910,27853440.0,716.94,23.94,10.21,0.44,0.0
20140107:1010,31084800.0,809.95,26.41,10.56,0.52,0.0
20140107:1110,32111520.0,839.47,25.88,10.9,0.61,0.0
20140107:1210,27408960.0,704.8,22.43,11.25,0.69,0.0
20140107:1310,20922240.0,529.1,16.46,10.4,0.72,0.0
20140107:1410,9761760.0,255.32,8.56,9.55,0.74,0.0
20140107:1510,0.0,0.0,0.0,8.69,0.77,0.0
20140107:1610,0.0,0.0,0.0,7.86,0.74,0.0
20140107:1710,0.0,0.0,0.0,7.03,0.71,0.0
20140107:1810,0.0,0.0,0.0,6.19,0.68,0.0
20140107:1910,0.0,0.0,0.0,5.93,0.62,0.0
20140107:2010,0.0,0.0,0.0,5.66,0.56,0.0
20140107:2110,0.0,0.0,0.0,5.4,0.5,0.0
20140107:2210,0.0,0.0,0.0,5.3,0.46,0.0
20140107:2310,0.0,0.0,0.0,5.19,0.41,0.0
20140108:0010,0.0,0.0,0.0,5.09,0.37,0.0
20140108:0110,0.0,0.0,0.0,5.0,0.47,0.0
20140108:0210,0.0,0.0,0.0,4.91,0.57,0.0
20140108:0310,0.0,0.0,0.0,4.82,0.68,0.0
20140108:0410,0.0,0.0,0.0,4.7,0.78,0.0
20140108:0510,0.0,0.0,0.0,4.59,0.89,0.0
20140108:0610,825120.0,34.63,2.66,4.47,0.99,0.0
20140108:0710,11334240.0,285.41,11.54,5.98,0.83,0.0
20140108:0810,17235840.0,428.16,18.86,7.49,0.67,0.0
20140108:0910,20445600.0,513.49,24.04,9.0,0.51,0.0
20140108:1010,27829440.0,712.98,26.54,9.91,0.64,0.0
20140108:1110,30963360.0,802.9,26.03,10.82,0.78,0.0
20140108:1210,27566400.0,708.22,22.58,11.73,0.91,0.0
20140108:1310,21190080.0,537.14,16.62,11.55,1.01,0.0
20140108:1410,10756800.0,281.55,8.73,11.37,1.11,0.0
20140108:1510,0.0,0.0,0.0,11.19,1.21,0.0
20140108:1610,0.0,0.0,0.0,10.39,1.01,0.0
20140108:1710,0.0,0.0,0.0,9.59,0.81,0.0
20140108:1810,0.0,0.0,0.0,8.78,0.61,0.0
20140108:1910,0.0,0.0,0.0,8.02,0.56,0.0
20140108:2010,0.0,0.0,0.0,7.25,0.51,0.0
20140108:2110,0.0,0.0,0.0,6.49,0.47,0.0
20140108:2210,0.0,0.0,0.0,6.03,0.49,0.0
20140108:2310,0.0,0.0,0.0,5.57,0.51,0.0
20140109:0010,0.0,0.0,0.0,5.11,0.52,0.0
20140109:0110,0.0,0.0,0.0,4.88,0.61,0.0
20140109:0210,0.0,0.0,0.0,4.65,0.7,0.0
20140109:0310,0.0,0.0,0.0,4.42,0.79,0.0
20140109:0410,0.0,0.0,0.0,4.3,0.74,0.0
20140109:0510,0.0,0.0,0.0,4.18,0.69,0.0
20140109:0610,815040.0,34.3,2.7,4.06,0.65,0.0
20140109:0710,9822720.0,249.32,11.6,5.73,0.65,0.0
20140109:0810,17037120.0,423.14,18.94,7.4,0.65,0.0
20140109:0910,19243200.0,482.04,24.14,9.06,0.65,0.0
20140109:1010,19190880.0,483.39,26.67,10.16,0.7,0.0
20140109:1110,27300960.0,701.7,26.18,11.26,0.76,0.0
20140109:1210,25047360.0,642.38,22.74,12.36,0.81,0.0
20140109:1310,15291360.0,387.53,16.79,11.62,0.86,0.0
20140109:1410,10189920.0,266.94,8.89,10.89,0.91,0.0
20140109:1510,0.0,0.0,0.0,10.15,0.95,0.0
20140109:1610,0.0,0.0,0.0,9.52,0.81,0.0
20140109:1710,0.0,0.0,0.0,8.89,0.68,0.0
20140109:1810,0.0,0.0,0.0,8.25,0.54,0.0
20140109:1910,0.0,0.0,0.0,7.9,0.64,0.0
20140109:2010,0.0,0.0,0.0,7.55,0.74,0.0
20140109:2110,0.0,0.0,0.0,7.2,0.84,0.0
20140109:2210,0.0,0.0,0.0,7.11,0.74,0.0
20140109:2310,0.0,0.0,0.0,7.01,0.65,0.0
20140110:0010,0.0,0.0,0.0,6.92,0.55,0.0
20140110:0110,0.0,0.0,0.0,6.53,0.64,0.0
20140110:0210,0.0,0.0,0.0,6.15,0.73,0.0
20140110:0310,0.0,0.0,0.0,5.76,0.81,0.0
20140110:0410,0.0,0.0,0.0,5.69,0.8,0.0
20140110:0510,0.0,0.0,0.0,5.61,0.79,0.0
20140110:0610,610560.0,28.03,2.74,5.54,0.77,0.0
20140110:0710,7920000.0,205.28,11.66,6.77,0.58,0.0
20140110:0810,13252320.0,332.52,19.02,8.01,0.4,0.0
20140110:0910,14999040.0,378.21,24.26,9.24,0.21,0.0
20140110:1010,13371360.0,338.76,26.8,9.8,0.47,0.0
20140110:1110,11722080.0,298.95,26.33,10.35,0.73,0.0
20140110:1210,10187520.0,261.91,22.91,10.9,0.99,0.0
20140110:1310,10637760.0,271.92,16.96,10.41,0.9,0.0
20140110:1410,3042240.0,90.85,9.06,9.93,0.81,0.0
20140110:1510,0.0,0.0,0.0,9.44,0.72,0.0
20140110:1610,0.0,0.0,0.0,8.71,0.56,0.0
20140110:1710,0.0,0.0,0.0,7.98,0.4,0.0
20140110:1810,0.0,0.0,0.0,7.25,0.23,0.0
20140110:1910,0.0,0.0,0.0,6.56,0.51,0.0
20140110:2010,0.0,0.0,0.0,5.86,0.78,0.0
20140110:2110,0.0,0.0,0.0,5.17,1.05,0.0
20140110:2210,0.0,0.0,0.0,4.82,0.84,0.0
20140110:2310,0.0,0.0,0.0,4.47,0.63,0.0
20140111:0010,0.0,0.0,0.0,4.12,0.41,0.0
20140111:0110,0.0,0.0,0.0,3.8,0.43,0.0
20140111:0210,0.0,0.0,0.0,3.48,0.44,0.0
20140111:0310,0.0,0.0,0.0,3.16,0.46,0.0
20140111:0410,0.0,0.0,0.0,2.98,0.54,0.0
20140111:0510,0.0,0.0,0.0,2.79,0.63,0.0
20140111:0610,371040.0,20.0,2.79,2.61,0.72,0.0
20140111:0710,6276000.0,164.64,11.73,4.41,0.71,0.0
20140111:0810,11872320.0,296.31,19.12,6.22,0.7,0.0
20140111:0910,14316000.0,357.83,24.38,8.02,0.69,0.0
20140111:1010,13285440.0,334.77,26.95,9.14,0.84,0.0
20140111:1110,12595680.0,319.38,26.5,10.25,0.98,0.0
20140111:1210,12110400.0,308.43,23.09,11.36,1.13,0.0
20140111:1310,11967840.0,304.19,17.14,10.97,1.19,0.0
20140111:1410,10934400.0,284.17,9.24,10.58,1.25,0.0
20140111:1510,0.0,0.0,0.0,10.19,1.31,0.0
20140111:1610,0.0,0.0,0.0,9.64,0.91,0.0
20140111:1710,0.0,0.0,0.0,9.09,0.5,0.0
20140111:1810,0.0,0.0,0.0,8.53,0.1,0.0
20140111:1910,0.0,0.0,0.0,8.26,0.13,0.0
20140111:2010,0.0,0.0,0.0,7.98,0.16,0.0
20140111:2110,0.0,0.0,0.0,7.71,0.19,0.0
20140111:2210,0.0,0.0,0.0,7.45,0.28,0.0
20140111:2310,0.0,0.0,0.0,7.19,0.36,0.0
20140112:0010,0.0,0.0,0.0,6.93,0.44,0.0
20140112:0110,0.0,0.0,0.0,6.29,0.51,0.0
20140112:0210,0.0,0.0,0.0,5.66,0.57,0.0
20140112:0310,0.0,0.0,0.0,5.02,0.63,0.0
20140112:0410,0.0,0.0,0.0,4.89,0.63,0.0
20140112:0510,0.0,0.0,0.0,4.77,0.63,0.0
20140112:0610,595680.0,27.48,2.84,4.64,0.63,0.0
20140112:0710,4995360.0,135.67,11.81,6.15,0.69,0.0
20140112:0810,9414720.0,240.01,19.22,7.66,0.75,0.0
20140112:0910,15616800.0,391.17,24.5,9.16,0.81,0.0
20140112:1010,13949760.0,351.75,27.1,9.77,0.88,0.0
20140112:1110,18846240.0,473.86,26.67,10.37,0.95,0.0
20140112:1210,21002880.0,529.57,23.27,10.98,1.02,0.0
20140112:1310,22216320.0,561.86,17.32,10.35,0.82,0.0
20140112:1410,5707680.0,155.9,9.42,9.72,0.62,0.0
20140112:1510,0.0,0.0,0.0,9.08,0.41,0.0
20140112:1610,0.0,0.0,0.0,8.23,0.5,0.0
20140112:1710,0.0,0.0,0.0,7.37,0.58,0.0
20140112:1810,0.0,0.0,0.0,6.51,0.66,0.0
20140112:1910,0.0,0.0,0.0,5.87,0.71,0.0
20140112:2010,0.0,0.0,0.0,5.23,0.76,0.0
20140112:2110,0.0,0.0,0.0,4.59,0.81,0.0
20140112:2210,0.0,0.0,0.0,4.38,0.67,0.0
20140112:2310,0.0,0.0,0.0,4.17,0.53,0.0
20140113:0010,0.0,0.0,0.0,3.96,0.39,0.0
20140113:0110,0.0,0.0,0.0,3.45,0.51,0.0
20140113:0210,0.0,0.0,0.0,2.93,0.63,0.0
20140113:0310,0.0,0.0,0.0,2.42,0.74,0.0
20140113:0410,0.0,0.0,0.0,2.23,0.76,0.0
20140113:0510,0.0,0.0,0.0,2.05,0.78,0.0
20140113:0610,1064640.0,41.21,2.91,1.86,0.8,0.0
20140113:0710,11101440.0,277.26,11.89,3.6,0.63,0.0
20140113:0810,20010240.0,493.86,19.32,5.35,0.47,0.0
20140113:0910,21841920.0,546.23,24.64,7.09,0.3,0.0
20140113:1010,28613760.0,729.82,27.26,7.77,0.43,0.0
20140113:1110,31404000.0,809.12,26.85,8.44,0.56,0.0
20140113:1210,27883680.0,710.12,23.45,9.11,0.69,0.0
20140113:1310,21551040.0,539.87,17.51,8.77,0.86,0.0
20140113:1410,12204000.0,312.71,9.6,8.44,1.04,0.0
20140113:1510,0.0,0.0,0.0,8.1,1.21,0.0
20140113:1610,0.0,0.0,0.0,7.7,0.88,0.0
20140113:1710,0.0,0.0,0.0,7.29,0.55,0.0
20140113:1810,0.0,0.0,0.0,6.88,0.22,0.0
20140113:1910,0.0,0.0,0.0,6.49,0.25,0.0
20140113:2010,0.0,0.0,0.0,6.1,0.29,0.0
20140113:2110,0.0,0.0,0.0,5.71,0.32,0.0
20140113:2210,0.0,0.0,0.0,5.63,0.39,0.0
20140113:2310,0.0,0.0,0.0,5.54,0.46,0.0
20140114:0010,0.0,0.0,0.0,5.46,0.52,0.0
20140114:0110,0.0,0.0,0.0,5.31,0.6,0.0
20140114:0210,0.0,0.0,0.0,5.15,0.67,0.0
20140114:0310,0.0,0.0,0.0,5.0,0.74,0.0
20140114:0410,0.0,0.0,0.0,5.0,0.81,0.0
20140114:0510,0.0,0.0,0.0,5.0,0.87,0.0
20140114:0610,814080.0,34.22,2.97,5.0,0.94,0.0
20140114:0710,7415520.0,192.9,11.98,6.46,0.81,0.0
20140114:0810,16188960.0,401.87,19.44,7.92,0.69,1.0
20140114:0910,28874880.0,740.73,24.78,9.38,0.57,0.0
20140114:1010,31736640.0,824.39,27.43,9.95,0.63,0.0
20140114:1110,31988640.0,832.68,27.03,10.51,0.7,0.0
20140114:1210,28902240.0,744.77,23.64,11.07,0.77,0.0
20140114:1310,20528640.0,517.18,17.7,10.59,1.02,0.0
20140114:1410,14020320.0,360.03,9.79,10.11,1.27,0.0
20140114:1510,0.0,0.0,0.0,9.62,1.52,0.0
20140114:1610,0.0,0.0,0.0,9.16,1.36,0.0
20140114:1710,0.0,0.0,0.0,8.7,1.2,0.0
20140114:1810,0.0,0.0,0.0,8.24,1.05,0.0
20140114:1910,0.0,0.0,0.0,7.99,0.95,0.0
20140114:2010,0.0,0.0,0.0,7.74,0.86,0.0
20140114:2110,0.0,0.0,0.0,7.49,0.76,0.0
20140114:2210,0.0,0.0,0.0,7.46,0.67,0.0
20140114:2310,0.0,0.0,0.0,7.43,0.57,0.0
20140115:0010,0.0,0.0,0.0,7.4,0.48,0.0
20140115:0110,0.0,0.0,0.0,7.26,0.67,0.0
20140115:0210,0.0,0.0,0.0,7.13,0.85,0.0
20140115:0310,0.0,0.0,0.0,6.99,1.03,0.0
20140115:0410,0.0,0.0,0.0,7.06,1.07,0.0
20140115:0510,0.0,0.0,0.0,7.14,1.11,0.0
20140115:0610,80640.0,9.46,3.05,7.21,1.14,0.0
20140115:0710,495360.0,23.65,12.07,8.58,1.03,0.0
20140115:0810,2670720.0,81.35,19.56,9.96,0.91,0.0
20140115:0910,5538240.0,151.89,24.93,11.33,0.79,0.0
20140115:1010,6640320.0,178.7,27.6,11.74,0.9,0.0
20140115:1110,2680320.0,82.3,27.22,12.14,1.02,0.0
20140115:1210,2375520.0,74.73,23.84,12.54,1.13,0.0
20140115:1310,1898400.0,62.43,17.9,12.13,1.15,0.0
20140115:1410,1010400.0,38.79,9.98,11.72,1.17,0.0
20140115:1510,0.0,0.0,0.0,11.3,1.19,0.0
20140115:1610,0.0,0.0,0.0,10.95,0.97,0.0
20140115:1710,0.0,0.0,0.0,10.6,0.75,0.0
20140115:1810,0.0,0.0,0.0,10.25,0.54,0.0
20140115:1910,0.0,0.0,0.0,10.0,0.59,0.0
20140115:2010,0.0,0.0,0.0,9.75,0.65,0.0
20140115:2110,0.0,0.0,0.0,9.5,0.7,0.0
20140115:2210,0.0,0.0,0.0,9.37,0.53,0.0
20140115:2310,0.0,0.0,0.0,9.23,0.36,0.0
20140116:0010,0.0,0.0,0.0,9.1,0.19,0.0
20140116:0110,0.0,0.0,0.0,8.88,0.27,0.0
20140116:0210,0.0,0.0,0.0,8.67,0.35,0.0
20140116:0310,0.0,0.0,0.0,8.45,0.43,0.0
20140116:0410,0.0,0.0,0.0,8.32,0.46,0.0
20140116:0510,0.0,0.0,0.0,8.18,0.49,0.0
20140116:0610,337440.0,19.23,3.13,8.05,0.52,0.0
20140116:0710,1058400.0,39.73,12.18,9.09,0.65,0.0
20140116:0810,16764480.0,421.43,19.69,10.14,0.77,0.0
20140116:0910,18536640.0,467.88,25.08,11.18,0.9,0.0
20140116:1010,11714400.0,300.22,27.78,11.71,1.06,0.0
20140116:1110,5426400.0,149.64,27.42,12.23,1.22,0.0
20140116:1210,6450240.0,174.38,24.05,12.75,1.38,0.0
20140116:1310,7236000.0,192.42,18.1,12.3,1.18,0.0
20140116:1410,5778240.0,158.6,10.18,11.86,0.98,0.0
20140116:1510,0.0,0.0,0.0,11.41,0.79,0.0
20140116:1610,0.0,0.0,0.0,10.79,0.73,0.0
20140116:1710,0.0,0.0,0.0,10.17,0.67,0.0
20140116:1810,0.0,0.0,0.0,9.55,0.61,0.0
20140116:1910,0.0,0.0,0.0,8.86,0.6,0.0
20140116:2010,0.0,0.0,0.0,8.17,0.59,0.0
20140116:2110,0.0,0.0,0.0,7.48,0.58,0.0
20140116:2210,0.0,0.0,0.0,6.86,0.42,0.0
20140116:2310,0.0,0.0,0.0,6.24,0.26,0.0
20140117:0010,0.0,0.0,0.0,5.62,0.1,0.0
20140117:0110,0.0,0.0,0.0,5.21,0.13,0.0
20140117:0210,0.0,0.0,0.0,4.8,0.17,0.0
20140117:0310,0.0,0.0,0.0,4.39,0.21,0.0
20140117:0410,0.0,0.0,0.0,4.01,0.24,0.0
20140117:0510,0.0,0.0,0.0,3.64,0.27,0.0
20140117:0610,342240.0,19.07,3.21,3.26,0.3,0.0
20140117:0710,4393440.0,120.89,12.28,4.79,0.26,0.0
20140117:0810,6055680.0,160.81,19.82,6.32,0.21,0.0
20140117:0910,6876000.0,181.67,25.24,7.85,0.17,0.0
20140117:1010,11351040.0,288.96,27.97,8.72,0.32,0.0
20140117:1110,9366720.0,242.24,27.62,9.58,0.48,0.0
20140117:1210,6247680.0,168.25,24.25,10.44,0.63,0.0
20140117:1310,6239520.0,167.24,18.31,9.98,0.71,0.0
20140117:1410,6215520.0,167.61,10.38,9.52,0.78,0.0
20140117:1510,0.0,0.0,0.0,9.05,0.86,0.0
20140117:1610,0.0,0.0,0.0,8.52,0.8,0.0
20140117:1710,0.0,0.0,0.0,7.99,0.75,0.0
20140117:1810,0.0,0.0,0.0,7.46,0.7,0.0
20140117:1910,0.0,0.0,0.0,7.39,0.65,0.0
20140117:2010,0.0,0.0,0.0,7.33,0.59,0.0
20140117:2110,0.0,0.0,0.0,7.26,0.54,0.0
20140117:2210,0.0,0.0,0.0,7.29,0.49,0.0
20140117:2310,0.0,0.0,0.0,7.32,0.45,0.0
20140118:0010,0.0,0.0,0.0,7.35,0.4,0.0
20140118:0110,0.0,0.0,0.0,7.17,0.36,0.0
20140118:0210,0.0,0.0,0.0,6.99,0.32,0.0
20140118:0310,0.0,0.0,0.0,6.81,0.28,0.0
20140118:0410,0.0,0.0,0.0,6.5,0.36,0.0
20140118:0510,0.0,0.0,0.0,6.2,0.44,0.0
20140118:0610,598560.0,27.53,3.31,5.89,0.52,0.0
20140118:0710,6371520.0,169.0,12.4,7.19,0.48,0.0
20140118:0810,7982400.0,207.57,19.96,8.49,0.43,0.0
20140118:0910,11189760.0,285.98,25.41,9.79,0.39,0.0
20140118:1010,7902720.0,208.11,28.16,10.42,0.56,0.0
20140118:1110,8616480.0,225.53,27.83,11.04,0.74,0.0
20140118:1210,3679680.0,106.9,24.47,11.66,0.91,0.0
20140118:1310,7309920.0,193.32,18.52,11.08,0.97,0.0
20140118:1410,846240.0,34.06,10.59,10.5,1.04,0.0
20140118:1510,0.0,0.0,0.0,9.92,1.1,0.0
20140118:1610,0.0,0.0,0.0,9.55,0.91,0.0
20140118:1710,0.0,0.0,0.0,9.17,0.73,0.0
20140118:1810,0.0,0.0,0.0,8.79,0.54,0.0
20140118:1910,0.0,0.0,0.0,8.61,0.54,0.0
20140118:2010,0.0,0.0,0.0,8.43,0.55,0.0
20140118:2110,0.0,0.0,0.0,8.25,0.55,0.0
20140118:2210,0.0,0.0,0.0,8.01,0.52,0.0
20140118:2310,0.0,0.0,0.0,7.78,0.49,0.0
20140119:0010,0.0,0.0,0.0,7.54,0.46,0.0
20140119:0110,0.0,0.0,0.0,7.02,0.46,0.0
20140119:0210,0.0,0.0,0.0,6.49,0.47,0.0
20140119:0310,0.0,0.0,0.0,5.97,0.48,0.0
20140119:0410,0.0,0.0,0.0,5.78,0.48,0.0
20140119:0510,0.0,0.0,0.0,5.58,0.47,0.0
20140119:0610,389760.0,20.67,3.4,5.39,0.47,0.0
20140119:0710,5612640.0,150.96,12.52,7.06,0.39,0.0
